_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
689123,4 Glencairn Ave,Front Yard Parking,0,33,58,28,15,25% of ballots received by voters,0,57,1,5,4/19/2018,0,58,4/20/2021,3/20/2018,18,50% + 1 of received ballots,FYP 2018-058,885,In Favour,69,Yes
689124,62 Runnymede Rd,Front Yard Parking,0,58,104,48,26,25% of ballots received by voters,6,104,0,4,4/11/2018,0,104,4/12/2021,3/12/2018,30,50% + 1 of received ballots,FYP 2018-059,886,In Favour,123,Yes
689125,104 Highland Ave,Appeal - Front Yard Parking,0,5,21,4,6,25% of ballots received by voters,0,21,0,1,4/11/2018,0,21,4/12/2021,3/12/2018,,50% + 1 of received ballots,FYPA 2018-060,887,Response Rate Not Met,21,No
689126,633 Lauder Ave,Appeal - Front Yard Parking,0,10,42,8,9,25% of ballots received by voters,1,36,6,1,4/6/2018,0,42,4/7/2021,3/7/2018,6,50% + 1 of received ballots,FYPA 2018-061,888,In Favour,284,Yes
689127,343 Melrose Ave,Front Yard Parking,0,11,43,9,11,25% of ballots received by voters,0,43,0,2,4/13/2018,0,43,4/14/2021,3/14/2018,7,50% + 1 of received ballots,FYP 2018-062,889,In Favour,58,Yes
689128,244 Perth Ave,Commercial Boulevard Parking,0,19,63,11,16,25% of ballots received by voters,8,61,2,0,4/27/2018,0,63,4/28/2020,3/28/2018,11,50% + 1 of received ballots,CBP 2018-063,890,In Favour,91,Yes
689129,,Traffic Calming,0,35,55,23,29,50% + 1 of ballots received by voters,10,55,0,2,4/14/2018,0,55,4/15/2020,3/15/2018,21,60% of received ballots,TCP 2018-064,891,In Favour,62,Yes
689130,223 Hamilton St,Appeal - Front Yard Parking,0,43,86,28,21,25% of ballots received by voters,15,82,4,0,4/20/2018,0,86,4/21/2021,3/21/2018,23,50% + 1 of received ballots,FYPA 2018-065,892,In Favour,96,Yes
689131,249 Arlington Ave,Front Yard Parking,0,41,103,34,26,25% of ballots received by voters,5,103,0,2,4/19/2018,0,103,4/20/2021,3/20/2018,22,50% + 1 of received ballots,FYP 2018-066,893,In Favour,111,Yes
689132,17 Guestville Ave,Front Yard Parking,0,48,104,43,26,25% of ballots received by voters,5,102,2,0,4/20/2018,0,104,4/21/2021,3/21/2018,25,50% + 1 of received ballots,FYP 2018-067,894,In Favour,123,Yes
689133,,Traffic Calming,1,131,202,107,102,50% + 1 of ballots received by voters,16,202,0,7,4/25/2018,0,202,4/26/2020,3/26/2018,79,60% of received ballots,TCP 2018-068,895,In Favour,260,Yes
689134,392 Lauder Ave,Appeal - Front Yard Parking,0,25,75,22,19,25% of ballots received by voters,1,74,1,2,4/21/2018,0,75,4/22/2021,3/22/2018,14,50% + 1 of received ballots,FYPA 2018-069,896,In Favour,98,Yes
689135,184 Rosemount Ave (former Toronto),Appeal - Front Yard Parking,0,34,64,31,15,25% of ballots received by voters,0,57,7,3,4/25/2018,0,64,4/26/2021,3/26/2018,18,50% + 1 of received ballots,FYPA 2018-070,897,In Favour,87,Yes
689136,26 Baldwin St,Boulevard Cafe,0,31,184,20,42,25% of ballots received by voters,9,167,17,2,4/21/2018,0,184,4/22/2020,3/22/2018,,50% + 1 of received ballots,BCP 2018-071,898,Response Rate Not Met,201,No
689137,74 Humewood Dr,Front Yard Parking,0,8,16,8,4,25% of ballots received by voters,0,16,0,0,4/26/2018,0,16,4/27/2021,3/27/2018,5,50% + 1 of received ballots,FYP 2018-072,899,In Favour,18,Yes
689138,,Traffic Calming,0,93,136,72,67,50% + 1 of ballots received by voters,14,131,5,7,4/26/2018,0,136,4/27/2020,3/27/2018,56,60% of received ballots,TCP 2018-073,900,In Favour,182,Yes
689139,38 Maxwell Ave,Appeal - Front Yard Parking,0,34,56,32,14,25% of ballots received by voters,0,55,1,2,4/28/2018,0,56,4/29/2021,3/29/2018,18,50% + 1 of received ballots,FYPA 2018-074,901,In Favour,131,Yes
689140,604A Harvie Ave,Front Yard Parking,0,37,85,33,21,25% of ballots received by voters,0,84,1,4,5/3/2018,0,85,5/4/2021,4/3/2018,20,50% + 1 of received ballots,FYP 2018-075,902,In Favour,98,Yes
689141,,Traffic Calming,0,66,199,46,77,50% + 1 of ballots received by voters,15,151,48,5,5/3/2018,0,199,5/4/2020,4/3/2018,,60% of received ballots,TCP 2018-076,903,Response Rate Not Met,264,No
689142,34 Ellerbeck St,Appeal - Front Yard Parking,0,51,75,23,19,25% of ballots received by voters,27,73,2,1,5/9/2018,4,75,5/10/2021,4/9/2018,27,50% + 1 of received ballots,FYPA 2018-077,904,Opposed,92,Yes
689143,106 Millwood Rd,Appeal - Front Yard Parking,0,38,74,31,19,25% of ballots received by voters,2,74,0,5,5/9/2018,0,74,5/10/2021,4/9/2018,20,50% + 1 of received ballots,FYPA 2018-079,906,In Favour,85,Yes
689144,165 Fairlawn Ave,Front Yard Parking,0,76,131,67,32,25% of ballots received by voters,1,128,3,8,5/10/2018,0,131,5/11/2021,4/10/2018,39,50% + 1 of received ballots,FYP 2018-080,907,In Favour,148,Yes
689145,356 Bartlett Ave N,Front Yard Parking,0,61,145,31,36,25% of ballots received by voters,6,143,2,24,5/19/2018,0,145,5/20/2021,4/19/2018,32,50% + 1 of received ballots,FYP 2018-081,908,Opposed,197,Yes
689146,,Traffic Calming,0,56,104,49,46,50% + 1 of ballots received by voters,4,90,14,3,5/18/2018,0,104,5/19/2020,4/18/2018,34,60% of received ballots,TCP 2018-082,909,In Favour,121,Yes
689147,,Traffic Calming,0,92,157,74,74,50% + 1 of ballots received by voters,15,145,12,3,5/19/2018,1,157,5/20/2020,4/19/2018,56,60% of received ballots,TCP 2018-083,910,In Favour,189,Yes
689148,535 Queen St W,Boulevard Cafe,0,44,159,40,39,25% of ballots received by voters,3,155,4,1,5/26/2018,0,159,5/27/2020,4/26/2018,23,50% + 1 of received ballots,BCP 2018-084,911,In Favour,168,Yes
689149,1485 Dupont St,Boulevard Cafe,0,24,204,12,50,25% of ballots received by voters,10,197,7,2,6/2/2018,0,204,6/3/2020,5/3/2018,,50% + 1 of received ballots,BCP 2018-085,912,Response Rate Not Met,252,No
689150,441 Soudan Ave,Front Yard Parking,0,37,55,31,14,25% of ballots received by voters,0,55,0,6,5/26/2018,0,55,5/27/2021,4/26/2018,20,50% + 1 of received ballots,FYP 2018-086,913,In Favour,63,Yes
689151,90 Chatsworth Dr,Front Yard Parking,0,25,84,23,18,25% of ballots received by voters,2,69,15,0,5/30/2018,0,84,5/31/2021,4/30/2018,14,50% + 1 of received ballots,FYP 2018-087,914,In Favour,94,Yes
689152,,Traffic Calming,0,103,196,77,95,50% + 1 of ballots received by voters,20,187,9,6,5/30/2018,0,196,5/31/2020,4/30/2018,62,60% of received ballots,TCP 2018-088,922,In Favour,225,Yes
689153,581 Willard Ave,Front Yard Parking,0,30,60,16,15,25% of ballots received by voters,11,59,1,3,6/15/2018,0,60,6/16/2021,5/16/2018,16,50% + 1 of received ballots,FYP 2018-089,923,In Favour,76,Yes
689154,71 Kings Park Blvd,Front Yard Parking,0,53,95,43,24,25% of ballots received by voters,5,94,1,5,6/21/2018,0,95,6/22/2021,5/22/2018,28,50% + 1 of received ballots,FYP 2018-090,924,In Favour,105,Yes
689155,97 Beresford Ave,Front Yard Parking,0,30,64,28,16,25% of ballots received by voters,2,64,0,0,6/16/2018,0,64,6/17/2021,5/17/2018,16,50% + 1 of received ballots,FYP 2018-091,925,In Favour,85,Yes
689156,88 St John's Rd,Front Yard Parking,0,28,63,28,15,25% of ballots received by voters,0,59,4,0,6/16/2018,0,63,6/17/2021,5/17/2018,15,50% + 1 of received ballots,FYP 2018-092,926,In Favour,87,Yes
689157,,Traffic Calming,0,101,154,37,76,50% + 1 of ballots received by voters,52,149,5,12,6/13/2018,0,154,6/14/2020,5/14/2018,61,60% of received ballots,TCP 2018-093,927,Opposed,189,Yes
689158,,Traffic Calming,0,136,277,100,136,50% + 1 of ballots received by voters,24,270,7,12,6/23/2018,0,277,6/24/2020,5/24/2018,82,60% of received ballots,TCP 2018-094,928,In Favour,312,Yes
689159,,Traffic Calming,0,69,157,45,75,50% + 1 of ballots received by voters,15,148,9,9,6/14/2018,0,157,6/15/2020,5/15/2018,,60% of received ballots,TCP 2018-095,929,Response Rate Not Met,166,No
689160,,Traffic Calming,0,0,3,0,3,50% + 1 of ballots received by voters,0,3,0,0,6/13/2018,0,3,6/14/2020,5/14/2018,,60% of received ballots,TCP 2018-096,930,Response Rate Not Met,10,No
689161,,Permit Parking,1,62,94,46,23,25% of ballots received by voters,9,92,2,6,6/9/2018,0,94,6/10/2020,5/10/2018,32,50% + 1 of received ballots,PPP 2018-097,931,In Favour,107,Yes
689162,139 Northland Ave,Front Yard Parking,1,59,115,48,28,25% of ballots received by voters,1,113,2,9,6/21/2018,0,115,6/22/2021,5/22/2018,31,50% + 1 of received ballots,FYP 2018-098,932,In Favour,122,Yes
689163,29 Spring Grove Ave,Front Yard Parking,0,39,84,35,21,25% of ballots received by voters,3,81,3,1,6/15/2018,1,84,6/16/2021,5/16/2018,21,50% + 1 of received ballots,FYP 2018-099,933,In Favour,99,Yes
689164,477 Church St (former Toronto),Boulevard Cafe,0,29,323,15,69,25% of ballots received by voters,13,276,47,1,6/23/2018,0,323,6/24/2020,5/24/2018,,50% + 1 of received ballots,BCP 2018-100,934,Response Rate Not Met,345,No
689165,137 Priscilla Ave,Front Yard Parking,0,38,76,33,19,25% of ballots received by voters,1,76,0,4,6/21/2018,0,76,6/22/2021,5/22/2018,20,50% + 1 of received ballots,FYP 2018-101,935,In Favour,86,Yes
689166,140 Hepbourne St,Front Yard Parking,0,28,90,14,22,25% of ballots received by voters,9,85,5,5,6/27/2018,0,90,6/28/2021,5/28/2018,15,50% + 1 of received ballots,FYP 2018-102,936,Opposed,115,Yes
689167,268 Prescott Ave,Front Yard Parking,0,37,92,35,22,25% of ballots received by voters,0,87,5,2,7/7/2018,0,92,7/8/2021,6/7/2018,20,50% + 1 of received ballots,FYP 2018-103,937,In Favour,116,Yes
689168,54 Rhodes Ave,Front Yard Parking,0,52,99,38,24,25% of ballots received by voters,5,95,4,9,7/7/2018,0,99,7/8/2021,6/7/2018,27,50% + 1 of received ballots,FYP 2018-104,938,In Favour,106,Yes
689169,324 Runnymede Rd,Front Yard Parking,0,45,117,39,27,25% of ballots received by voters,1,106,11,5,7/4/2018,0,117,7/5/2021,6/4/2018,24,50% + 1 of received ballots,FYP 2018-105,939,In Favour,142,Yes
689170,2592 Yonge St,Boulevard Cafe,0,40,66,5,16,25% of ballots received by voters,35,63,3,0,7/12/2018,0,66,7/13/2020,6/12/2018,21,50% + 1 of received ballots,BCP 2018-106,940,Opposed,80,Yes
689171,680 College St (former Toronto),Boulevard Cafe,0,22,154,19,34,25% of ballots received by voters,3,133,21,0,7/6/2018,0,154,7/7/2020,6/6/2018,,50% + 1 of received ballots,BCP 2018-107,941,Response Rate Not Met,196,No
689172,242 Lauder Ave,Front Yard Parking,0,46,112,40,26,25% of ballots received by voters,4,103,9,2,7/11/2018,0,112,7/12/2021,6/11/2018,24,50% + 1 of received ballots,FYP 2018-108,942,In Favour,148,Yes
689173,1715 St Clair Ave W,Boulevard Cafe,0,48,125,38,31,25% of ballots received by voters,3,121,4,7,7/11/2018,0,125,7/12/2020,6/11/2018,25,50% + 1 of received ballots,BCP 2018-109,943,In Favour,158,Yes
689174,32 Gresham Rd,Front Yard Parking,0,56,85,47,21,25% of ballots received by voters,3,83,2,6,7/12/2018,0,85,7/13/2021,6/12/2018,29,50% + 1 of received ballots,FYP 2018-110,944,In Favour,96,Yes
689175,,Traffic Calming,0,11,17,10,10,50% + 1 of ballots received by voters,0,17,0,1,7/27/2018,0,17,7/28/2020,6/27/2018,7,60% of received ballots,TCP 2018-112,946,In Favour,24,Yes
689176,50 Roe Ave,Front Yard Parking,0,47,117,46,30,25% of ballots received by voters,0,117,0,1,7/27/2018,0,117,7/28/2021,6/27/2018,25,50% + 1 of received ballots,FYP 2018-113,947,In Favour,137,Yes
689177,77 Armadale Ave,Front Yard Parking,0,27,54,18,14,25% of ballots received by voters,4,54,0,5,7/25/2018,0,54,7/26/2021,6/25/2018,15,50% + 1 of received ballots,FYP 2018-114,948,In Favour,57,Yes
689178,90 Beech Ave,Appeal - Front Yard Parking,0,25,55,15,13,25% of ballots received by voters,10,50,5,0,8/2/2018,1,55,8/3/2021,7/3/2018,14,50% + 1 of received ballots,FYPA 2018-115,949,In Favour,109,Yes
689179,,Traffic Calming,0,110,198,60,97,50% + 1 of ballots received by voters,46,191,7,4,8/3/2018,8,198,8/4/2020,7/4/2018,66,60% of received ballots,TCP 2018-116,950,Opposed,240,Yes
689180,,Traffic Calming,0,29,86,23,43,50% + 1 of ballots received by voters,5,83,3,1,7/26/2018,0,86,7/27/2020,6/26/2018,,60% of received ballots,TCP 2018-117,951,Response Rate Not Met,108,No
689181,,Traffic Calming,0,66,204,51,95,50% + 1 of ballots received by voters,10,188,16,5,8/4/2018,0,204,8/5/2020,7/5/2018,,60% of received ballots,TCP 2018-118,955,Response Rate Not Met,244,No
689182,118 Northland Ave,Front Yard Parking,0,46,86,35,21,25% of ballots received by voters,8,84,2,3,8/29/2018,0,86,8/30/2021,7/30/2018,24,50% + 1 of received ballots,FYP 2018-119,957,In Favour,99,Yes
689183,83 Astoria Ave,Front Yard Parking,0,18,30,13,8,25% of ballots received by voters,2,29,1,3,8/9/2018,0,30,8/10/2021,7/10/2018,10,50% + 1 of received ballots,FYP 2018-120,958,In Favour,36,Yes
689184,2190 Bloor St W,Boulevard Cafe,0,13,89,8,16,25% of ballots received by voters,5,62,27,0,8/11/2018,0,89,8/12/2020,7/12/2018,,50% + 1 of received ballots,BCP 2018-121,959,Response Rate Not Met,103,No
689185,,Traffic Calming,0,49,80,39,41,50% + 1 of ballots received by voters,7,80,0,3,8/15/2018,1,80,8/16/2020,7/16/2018,30,60% of received ballots,TCP 2018-122,960,In Favour,85,Yes
689186,,Traffic Calming,0,204,878,148,409,50% + 1 of ballots received by voters,41,816,62,15,8/15/2018,1,878,8/16/2020,7/16/2018,,60% of received ballots,TCP 2018-124,962,Response Rate Not Met,914,No
689187,,Traffic Calming,0,33,122,25,57,50% + 1 of ballots received by voters,6,111,11,2,8/16/2018,0,122,8/17/2020,7/17/2018,,60% of received ballots,TCP 2018-125,963,Response Rate Not Met,146,No
689188,,Traffic Calming,0,158,282,125,132,50% + 1 of ballots received by voters,30,262,20,3,8/29/2018,0,282,8/30/2020,7/30/2018,95,60% of received ballots,TCP 2018-128,966,In Favour,332,Yes
689189,,Traffic Calming,0,168,652,137,296,50% + 1 of ballots received by voters,22,589,63,9,8/30/2018,0,652,8/31/2020,7/31/2018,,60% of received ballots,TCP 2018-130,968,Response Rate Not Met,783,No
689190,744 St Clair Ave W,Boulevard Cafe,0,24,76,4,19,25% of ballots received by voters,8,75,1,12,8/18/2018,0,76,8/19/2020,7/19/2018,13,50% + 1 of received ballots,BCP 2018-131,969,Opposed,85,Yes
689191,,Traffic Calming,0,8,20,8,11,50% + 1 of ballots received by voters,0,20,0,0,10/12/2018,0,20,10/13/2020,9/12/2018,,60% of received ballots,TCP 2018-132,970,Response Rate Not Met,22,No
689192,,Traffic Calming,0,36,73,28,38,50% + 1 of ballots received by voters,5,73,0,3,10/12/2018,0,73,10/13/2020,9/12/2018,,60% of received ballots,TCP 2018-133,971,Response Rate Not Met,80,No
689193,798 Bloor St W,Boulevard Cafe,0,20,66,4,15,25% of ballots received by voters,13,60,6,3,8/23/2018,0,66,8/24/2020,7/24/2018,11,50% + 1 of received ballots,BCP 2018-134,972,Opposed,75,Yes
689194,25 Humewood Dr,Front Yard Parking,0,38,53,19,13,25% of ballots received by voters,16,51,2,3,8/30/2018,2,53,8/31/2021,7/31/2018,20,50% + 1 of received ballots,FYP 2018-135,973,Opposed,64,Yes
689195,17 Nelles Ave,Front Yard Parking,0,20,58,11,14,25% of ballots received by voters,6,56,2,3,8/29/2018,0,58,8/30/2021,7/30/2018,11,50% + 1 of received ballots,FYP 2018-136,974,In Favour,65,Yes
689196,54 Coolmine Rd,Front Yard Parking,0,34,100,28,25,25% of ballots received by voters,0,97,3,6,8/31/2018,0,100,9/1/2021,8/1/2018,18,50% + 1 of received ballots,FYP 2018-137,975,In Favour,140,Yes
689197,100 Aileen Ave,Appeal - Front Yard Parking,0,32,67,26,17,25% of ballots received by voters,0,66,1,6,9/1/2018,0,67,9/2/2021,8/2/2018,17,50% + 1 of received ballots,FYPA 2018-138,976,In Favour,79,Yes
689198,413A Spadina Rd,Boulevard Cafe,0,29,219,18,41,25% of ballots received by voters,10,164,55,1,9/12/2018,0,219,9/13/2020,8/13/2018,,50% + 1 of received ballots,BCP 2018-139,977,Response Rate Not Met,225,No
689199,,Traffic Calming,0,45,143,31,71,50% + 1 of ballots received by voters,10,139,4,4,8/31/2018,0,143,9/1/2020,8/1/2018,,60% of received ballots,TCP 2018-140,979,Response Rate Not Met,166,No
689200,,Business Improvement Area,0,116,302,104,84,30% of ballots received by voters or 100,9,280,22,3,10/19/2018,78,302,10/20/2020,8/20/2018,58,50% of received ballots,BIA 2018-141,980,In Favour,2529,Yes
689201,375 Beresford Ave,Front Yard Parking,0,41,111,40,27,25% of ballots received by voters,1,107,4,0,9/20/2018,0,111,9/21/2021,8/21/2018,22,50% + 1 of received ballots,FYP 2018-142,981,In Favour,130,Yes
689202,127 Greenlaw Ave,Front Yard Parking,0,32,68,26,17,25% of ballots received by voters,0,68,0,6,9/20/2018,0,68,9/21/2021,8/21/2018,17,50% + 1 of received ballots,FYP 2018-143,982,In Favour,90,Yes
689203,596 College St (former Toronto),Boulevard Cafe,0,26,255,20,54,25% of ballots received by voters,4,215,40,2,10/18/2018,0,255,10/19/2020,9/18/2018,,50% + 1 of received ballots,BCP 2018-146,986,Response Rate Not Met,279,No
689204,,Traffic Calming,0,77,254,60,104,50% + 1 of ballots received by voters,10,205,49,7,10/17/2018,2,254,10/18/2020,9/17/2018,,60% of received ballots,TCP 2018-147,987,Response Rate Not Met,314,No
689205,,Permit Parking,0,69,164,44,41,25% of ballots received by voters,23,162,2,2,1/3/2019,24,164,1/4/2021,12/4/2018,36,50% + 1 of received ballots,PPP 2018-148,988,In Favour,167,Yes
689206,1006 Bloor St W,Boulevard Cafe,0,22,62,13,15,25% of ballots received by voters,2,60,2,7,10/17/2018,0,62,10/18/2020,9/17/2018,12,50% + 1 of received ballots,BCP 2018-149,989,In Favour,70,Yes
689207,177 Cedric Ave,Front Yard Parking,0,49,169,34,42,25% of ballots received by voters,11,166,3,4,10/17/2018,0,169,10/18/2021,9/17/2018,26,50% + 1 of received ballots,FYP 2018-150,990,In Favour,225,Yes
689208,118 Everden Rd,Front Yard Parking,0,26,42,21,10,25% of ballots received by voters,0,39,3,5,10/18/2018,0,42,10/19/2021,9/18/2018,14,50% + 1 of received ballots,FYP 2018-151,991,In Favour,51,Yes
689209,68 Hilton Ave,Front Yard Parking,1,37,78,24,19,25% of ballots received by voters,4,76,2,8,10/19/2018,0,78,10/20/2021,9/19/2018,20,50% + 1 of received ballots,FYP 2018-152,992,In Favour,86,Yes
689210,,Permit Parking,0,24,54,18,12,25% of ballots received by voters,4,47,7,2,10/20/2018,0,54,10/21/2020,9/20/2018,13,50% + 1 of received ballots,PPP 2018-153,993,In Favour,59,Yes
689211,,Permit Parking,0,77,214,49,53,25% of ballots received by voters,13,209,5,15,1/4/2019,0,214,1/5/2021,12/5/2018,40,50% + 1 of received ballots,PPP 2018-154,994,In Favour,229,Yes
689212,,Traffic Calming,0,309,526,160,262,50% + 1 of ballots received by voters,133,522,4,16,1/3/2019,0,526,1/4/2021,12/4/2018,186,60% of received ballots,TCP 2018-155,995,Opposed,571,Yes
689213,,Traffic Calming,0,82,128,64,65,50% + 1 of ballots received by voters,12,128,0,6,1/9/2019,0,128,1/10/2021,12/10/2018,50,60% of received ballots,TCP 2018-156,996,In Favour,142,Yes
689214,545 Arlington Ave,Front Yard Parking,0,41,121,38,30,25% of ballots received by voters,0,118,3,3,1/3/2019,0,121,1/4/2022,12/4/2018,22,50% + 1 of received ballots,FYP 2018-157,997,In Favour,141,Yes
689215,103 Holwood Ave,Front Yard Parking,0,40,68,35,17,25% of ballots received by voters,2,68,0,3,1/4/2019,0,68,1/5/2022,12/5/2018,21,50% + 1 of received ballots,FYP 2018-158,998,In Favour,86,Yes
689216,1091 Queen St E,Boulevard Cafe,0,29,83,18,20,25% of ballots received by voters,10,77,6,1,1/4/2019,0,83,1/5/2021,12/5/2018,16,50% + 1 of received ballots,BCP 2018-159,999,In Favour,94,Yes
689217,1975 Queen St E,Boulevard Cafe,0,26,74,19,19,25% of ballots received by voters,6,74,0,1,1/5/2019,1,74,1/6/2021,12/6/2018,14,50% + 1 of received ballots,BCP 2018-160,1000,In Favour,80,Yes
689218,11 River St,Commercial Boulevard Parking,0,8,18,2,5,25% of ballots received by voters,6,17,1,0,1/16/2019,0,18,1/17/2021,12/17/2018,5,50% + 1 of received ballots,CBP 2018-161,1001,Opposed,19,Yes
689219,177 Glenview Ave,Front Yard Parking,0,68,83,59,21,25% of ballots received by voters,3,81,2,6,1/9/2019,0,83,1/10/2022,12/10/2018,35,50% + 1 of received ballots,FYP 2018-162,1002,In Favour,92,Yes
689220,148 Glebeholme Blvd,Front Yard Parking,0,34,59,30,15,25% of ballots received by voters,1,59,0,3,1/11/2019,0,59,1/12/2022,12/12/2018,18,50% + 1 of received ballots,FYP 2018-163,1003,In Favour,65,Yes
689221,37 Wolverton Ave,Front Yard Parking,0,42,74,33,19,25% of ballots received by voters,7,74,0,2,1/10/2019,0,74,1/11/2022,12/11/2018,22,50% + 1 of received ballots,FYP 2018-164,1004,In Favour,81,Yes
689222,10 Watford Ave,Front Yard Parking,0,29,68,22,16,25% of ballots received by voters,7,62,6,0,1/10/2019,0,68,1/11/2022,12/11/2018,16,50% + 1 of received ballots,FYP 2018-165,1005,In Favour,74,Yes
689223,68 Glencairn Ave,Front Yard Parking,0,39,75,29,19,25% of ballots received by voters,9,75,0,1,1/16/2019,0,75,1/17/2022,12/17/2018,21,50% + 1 of received ballots,FYP 2018-166,1006,In Favour,91,Yes
689224,268 Jedburgh Rd,Front Yard Parking,0,13,16,10,4,25% of ballots received by voters,1,16,0,2,1/12/2019,0,16,1/13/2022,12/13/2018,8,50% + 1 of received ballots,FYP 2018-167,1007,In Favour,17,Yes
689225,30 Harwood Rd,Front Yard Parking,0,19,35,16,9,25% of ballots received by voters,0,35,0,3,1/11/2019,2,35,1/12/2022,12/12/2018,11,50% + 1 of received ballots,FYP 2018-168,1008,In Favour,36,Yes
689226,48 Pickering St,Front Yard Parking,0,43,97,31,23,25% of ballots received by voters,8,92,5,4,1/11/2019,1,97,1/12/2022,12/12/2018,23,50% + 1 of received ballots,FYP 2018-169,1009,In Favour,105,Yes
